 main_isbn@author-editor@publication_year@publication_title@publisher_imprint@keywords@no_pages@language@title_url
9789088909955@Joëlle Rolland@2021@Le verre de l'Europe celtique. Approches archéométriques, technologiques et sociales d'un artisanat du prestige au second âge du Fer@Sidestone Press Dissertations@glassmaking; Iron Age; La Tène; experimental archaeology; archaeometry; materiality; commodity chain analysis; LA-ICP-MS; exchange systems; technology; consumption; complex societies; identity; socials structures and ranking@378@French@https://www.sidestone.com/books/le-verre-de-l-europe-celtique
9789464280005@Arjan Louwen@2021@Breaking and making the ancestors. Piecing together the urnfield mortuary process in the Lower-Rhine-Basin, ca. 1300 - 400 BC@Sidestone Press Dissertations@funerary archaeology; urnfields; cremation graves; funerary practices; late Bronze Age; early Iron Age; mortuary process; practice-theory; relational identities; ancestors@354@English@https://www.sidestone.com/books/breaking-and-making-the-ancestors
9789088909771@Ralph Grossmann@2021@Insights into Social Inequality. A Quantitative Study of Neolithic to Early Medieval Societies in Southwest Germany@Sidestone Press Academics@prehistory; protohistory, archaeology; social inequality; Southwest Germany; burial grounds; multivariate analyses; spatial analyses@240@English@https://www.sidestone.com/books/insights-into-social-inequality
9789088909894@Edited by Vincent Ard, Emmanuel Mens & Muriel Gandelin@2021@Mégalithismes et monumentalismes funéraires. passé, présent, futur@Sidestone Press@Neolithic archaeology; megaliths; monumentalism; French archaeology; ethnoarchaeology; megalithic architecture; conservation@392@French@https://www.sidestone.com/books/megalithismes-et-monumentalismes-funeraires
9789464280036@Ulrike M. Wolf@2021@Vernetzte Bilder. Münzen als Kommunikationsmittel im Kontext der Dynamik der Macht im westlichen Mittelmeerraum, ca. 500-100 v. Chr.@Sidestone Press Dissertations@numismatik; coins; communication; West Mediterranean; networks; long dureé; iconography; middle ground@328@German@https://www.sidestone.com/books/vernetzte-bilder
9789464280067@José Eduardo M. de Medeiros@2021@Hortfunde der Spätbronze- und Früheisenzeit. Ein prozesslogischer Paradigmawechsel@Sidestone Press Dissertations@archaeology; prehistory; votive hoards; historico-genetic theory; processual logic; jewellery hoards; Late Bronze Age; Early Iron Age@210@German@https://www.sidestone.com/books/hortfunde-der-spaetbronze-und-frueheisenzeit
9789464260038@Edited by Annemarieke Willemsen & Hanneke Kik@2021@Dorestad and its Networks. Communities, Contact and Conflict in Early Medieval Europe@Sidestone Press@Dorestad; archaeology; early middle ages; Vikings; Carolingian; swords; medieval towns @216@English@https://www.sidestone.com/books/dorestad-and-its-networks
9789088909511@Liudmyla Shatilo@2021@Tripolye Typo-chronology. Mega and Smaller Sites in the Sinyukha River Basin@Sidestone Press Dissertations@Prehistoric archaeology; Tripolye; chronology; mega-sites; Sinyukha River Basin; pottery; carbon dating; typochronology; Eastern Europe@422@English@https://www.sidestone.com/books/tripolye-typo-chronology
9789088909542@Edited by Aurora Raimondi Cominesi, Nathalie de Haan, Eric M. Moormann & Claire Stocks @2021@God on Earth: Emperor Domitian. The re-invention of Rome at the end of the 1st century AD@Sidestone Press@Classical archaeology, Classical history, Domitian; Roman Empire; Flavian dynasty; ancient Rome; imperial power and representation; Anchoring Innovation @224@English@https://www.sidestone.com/books/god-on-earth-emperor-domitian
9789464270037@Edited by S.J. Kluiving, K. Liden, C. Fredengren@2021@Environmental humanities: a rethinking of landscape archaeology?. Interdisciplinary academic research related to different perspectives of landscapes@Sidestone Press Academics@landscape archaeology; environment; humanities; interdisciplinary@108@English@https://www.sidestone.com/books/environmental-humanities
